Team name,Team ID,Games,PTS,PPG,OPP PTS,OPP PPG,SCR MAR,Win %,FT,FTA,FT%,FGA,FG%,3FGA,3FG%,Opp 3FG%,AST,APG,TO,TOPG,REB,RPG,OPP REB,OPP RPG,REB MAR,DREB,ST,STPG,Fouls,PFPG
UCF,303,31,2065,71.2,1955,67.4,3.8,71,495,684,72.4,1550,47,0,0,0,467,15.065,483,15.581,1078,34.8,975,31.5,3.3,0,237,7.6,607,19.6
UCLA,304,31,2258,72.8,2020,65.2,7.7,83.9,358,553,64.7,1621,47,0,0,0,457,14.742,378,12.194,1021,32.9,932,30.1,2.9,0,235,7.6,500,16.1
UConn,305,31,2247,72.5,1880,60.6,11.8,54.8,514,818,62.8,1730,48.4,0,0,0,400,12.903,466,15.032,1311,42.3,1106,35.7,6.6,0,240,7.7,544,17.5
UMBC,307,31,2181,70.4,1938,62.5,7.8,38.7,326,445,73.3,1797,42.3,0,0,0,381,12.29,395,12.742,962,31,1042,33.6,-2.6,0,164,5.3,513,16.5
UMES,308,31,1875,60.5,2016,65,-4.5,12.9,365,579,63,1637,42.3,0,0,0,287,9.2581,483,15.581,981,31.6,1222,39.4,-7.8,0,205,6.6,578,18.6
UMKC,309,32,1880,60.6,2278,73.5,-12.8,37.5,413,558,74,1734,38.8,0,0,0,372,11.625,371,11.594,1029,32.2,1181,36.9,-4.8,0,206,6.4,585,18.3
UNC Asheville,310,31,2290,71.6,2397,74.9,-3.3,38.7,428,627,68.3,1895,42.5,0,0,0,438,14.129,516,16.645,1122,36.2,1150,37.1,-0.9,0,231,7.5,532,17.2
UNCG,311,30,2148,69.3,2277,73.5,-4.2,53.3,465,705,66,1782,43.6,0,0,0,367,12.233,465,15.5,1072,35.7,1097,36.6,-0.8,0,233,7.8,537,17.9
UNCW,312,29,2083,69.4,2055,68.5,0.9,24.1,315,453,69.5,1644,42.6,0,0,0,419,14.448,449,15.483,1027,35.4,966,33.3,2.1,0,154,5.3,608,21
UNI,313,31,1871,64.5,2057,70.9,-6.4,58.1,436,620,70.3,1629,41.8,0,0,0,414,13.355,386,12.452,1048,33.8,952,30.7,3.1,0,132,4.3,511,16.5
UNLV,314,34,2040,65.8,1947,62.8,3,82.4,481,674,71.4,1554,45.1,0,0,0,508,14.941,384,11.294,1178,34.6,1196,35.2,-0.5,0,273,8,607,17.9
UT Arlington,316,30,2559,75.3,2263,66.6,8.7,43.3,454,666,68.2,2016,45,0,0,0,427,14.233,529,17.633,1095,36.5,1053,35.1,1.4,0,193,6.4,576,19.2
UT Martin,317,31,2225,74.2,2292,76.4,-2.2,25.8,468,701,66.8,1709,46.6,0,0,0,393,12.677,510,16.452,1067,34.4,1030,33.2,1.2,0,210,6.8,570,18.4
Utah,318,30,1957,63.1,2166,69.9,-6.7,36.7,432,584,74,1611,41.1,0,0,0,415,13.833,437,14.567,897,29.9,803,26.8,3.1,0,141,4.7,553,18.4
Utah St.,319,34,2075,69.2,2165,72.2,-3,67.6,487,625,77.9,1470,48.5,0,0,0,489,14.382,476,14,1114,32.8,1057,31.1,1.7,0,217,6.4,577,17
UTEP,321,31,2408,70.8,2280,67.1,3.8,45.2,558,833,67,1839,46.8,0,0,0,474,15.29,497,16.032,1199,38.7,1180,38.1,0.6,0,259,8.4,730,23.5
UTRGV,322,29,2344,75.6,2219,71.6,4,48.3,436,602,72.4,1866,42.3,0,0,0,452,15.586,441,15.207,882,30.4,890,30.7,-0.3,0,194,6.7,565,19.5
UTSA,323,29,1984,68.4,1937,66.8,1.6,24.1,353,599,58.9,1448,45.9,0,0,0,319,11,498,17.172,903,31.1,1013,34.9,-3.8,0,211,7.3,632,21.8
Valparaiso,324,31,1656,57.1,1924,66.3,-9.2,51.6,389,529,73.5,1474,40.4,0,0,0,416,13.419,495,15.968,1004,32.4,984,31.7,0.6,0,160,5.2,616,19.9
Vanderbilt,325,31,2056,66.3,2035,65.6,0.7,64.5,428,589,72.7,1558,46,0,0,0,526,16.968,389,12.548,1040,33.5,1109,35.8,-2.2,0,234,7.5,529,17.1
VCU,326,33,2374,76.6,2203,71.1,5.5,81.8,548,756,72.5,1809,45.9,0,0,0,448,13.576,376,11.394,1100,33.3,1038,31.5,1.9,0,246,7.5,595,18
Vermont,327,32,2468,74.8,2137,64.8,10,78.1,506,754,67.1,1839,46,0,0,0,428,13.375,509,15.906,1307,40.8,994,31.1,9.8,0,169,5.3,576,18
Villanova,328,32,2253,70.4,2079,65,5.4,68.8,579,741,78.1,1745,45.2,0,0,0,411,12.844,442,13.812,1166,36.4,1009,31.5,4.9,0,262,8.2,623,19.5
Virginia,329,30,2334,72.9,2065,64.5,8.4,66.7,536,730,73.4,1772,42.7,0,0,0,391,13.033,417,13.9,1178,39.3,1040,34.7,4.6,0,141,4.7,604,20.1
Virginia Tech,330,32,2305,76.8,2133,71.1,5.7,65.6,467,703,66.4,1756,43.5,0,0,0,435,13.594,351,10.969,1080,33.8,1084,33.9,-0.1,0,271,8.5,585,18.3
VMI,331,33,2326,72.7,2066,64.6,8.1,42.4,537,815,65.9,1806,47.2,0,0,0,681,20.636,549,16.636,1262,38.2,1600,48.5,-10.2,0,490,14.8,751,22.8
Wagner,332,30,3331,100.9,3240,98.2,2.8,36.7,414,633,65.4,2696,43.6,0,0,0,393,13.1,438,14.6,1075,35.8,1088,36.3,-0.4,0,199,6.6,570,19
Wake Forest,333,31,2132,71.1,2232,74.4,-3.3,48.4,513,810,63.3,1716,43.4,0,0,0,414,13.355,502,16.194,1094,35.3,1089,35.1,0.2,0,199,6.4,631,20.4
Washington,334,32,2288,73.8,2369,76.4,-2.6,59.4,460,635,72.4,1726,45.5,0,0,0,486,15.188,500,15.625,1225,38.3,938,29.3,9,0,175,5.5,618,19.3
Washington St.,335,32,2449,76.5,2336,73,3.5,78.1,401,564,71.1,1930,46.6,0,0,0,444,13.875,330,10.312,971,30.3,1046,32.7,-2.3,0,213,6.7,517,16.2
Weber St.,336,31,2129,66.5,1892,59.1,7.4,64.5,527,785,67.1,1660,46.5,0,0,0,429,13.839,498,16.065,1025,33.1,987,31.8,1.2,0,207,6.7,598,19.3
West Virginia,337,31,2224,71.7,2144,69.2,2.6,71,349,485,72,1541,49.3,0,0,0,541,17.452,350,11.29,937,30.2,1052,33.9,-3.7,0,267,8.6,478,15.4
Western Caro.,338,31,2234,72.1,1917,61.8,10.2,35.5,396,580,68.3,1726,45.3,0,0,0,408,13.161,425,13.71,1059,34.2,1113,35.9,-1.7,0,260,8.4,664,21.4
Western Ill.,339,30,2180,70.3,2281,73.6,-3.3,23.3,417,622,67,1854,42,0,0,0,327,10.9,441,14.7,958,31.9,1037,34.6,-2.6,0,203,6.8,565,18.8
Western Ky.,340,33,1872,62.4,2114,70.5,-8.1,66.7,499,688,72.5,1567,41.3,0,0,0,447,13.545,495,15,1095,33.2,1050,31.8,1.4,0,228,6.9,694,21
Western Mich.,341,32,2580,78.2,2386,72.3,5.9,50,568,788,72.1,1887,48.2,0,0,0,376,11.75,494,15.438,1102,34.4,1025,32,2.4,0,198,6.2,644,20.1
Wichita St.,342,31,2287,71.5,2254,70.4,1,54.8,419,589,71.1,1681,44.2,0,0,0,463,14.935,373,12.032,1035,33.4,964,31.1,2.3,0,188,6.1,559,18
William & Mary,343,30,2128,68.6,1988,64.1,4.5,50,384,554,69.3,1623,45.9,0,0,0,381,12.7,423,14.1,963,32.1,964,32.1,0,0,160,5.3,512,17.1
Winston-Salem,353,29,1906,63.5,1926,64.2,-0.7,17.2,338,540,62.6,1516,43.6,0,0,0,314,10.828,491,16.931,910,31.4,1154,39.8,-8.4,0,232,8,636,21.9
Winthrop,344,32,2410,75.3,1949,60.9,14.4,87.5,406,648,62.7,1812,48.1,0,0,0,534,16.688,417,13.031,1198,37.4,981,30.7,6.8,0,259,8.1,554,17.3
Wisconsin,345,34,2383,70.1,1946,57.2,12.9,85.3,537,791,67.9,1780,46.3,0,0,0,467,13.735,389,11.441,1193,35.1,1027,30.2,4.9,0,193,5.7,509,15
Wofford,346,30,2129,71,2256,75.2,-4.2,33.3,360,489,73.6,1735,42.4,0,0,0,392,13.067,365,12.167,940,31.3,1153,38.4,-7.1,0,185,6.2,533,17.8
Wright St.,347,32,2067,64.6,1972,61.6,3,71.9,406,552,73.6,1681,44.2,0,0,0,390,12.188,392,12.25,1030,32.2,1038,32.4,-0.3,0,187,5.8,559,17.5
Wyoming,348,32,2366,73.9,2394,74.8,-0.9,53.1,578,800,72.3,1749,46.2,0,0,0,367,11.469,474,14.812,1099,34.3,1111,34.7,-0.4,0,188,5.9,689,21.5
Xavier,349,30,2302,76.7,1943,64.8,12,76.7,569,767,74.2,1554,48.1,0,0,0,454,15.133,385,12.833,1016,33.9,922,30.7,3.1,0,166,5.5,532,17.7
Yale,350,27,1840,68.1,1791,66.3,1.8,51.9,400,581,68.8,1402,45.6,0,0,0,377,13.963,397,14.704,895,33.1,840,31.1,2,0,197,7.3,507,18.8
Youngstown St.,351,31,2047,66,2099,67.7,-1.7,45.2,421,608,69.2,1692,43.1,0,0,0,376,12.129,419,13.516,1113,35.9,1064,34.3,1.6,0,163,5.3,496,16
