Team name,Team ID,Games,PTS,PPG,OPP PTS,OPP PPG,SCR MAR,Win %,FT,FTA,FTPG,FT%,FGA,FGPG,FG%,3FGA,3FGPG,3FG%,Opp 3FG%,AST,APG,TO,TOPG,REB,RPG,OPP REB,OPP RPG,REB MAR,DREB,ST,STPG,Fouls,PFPG
Jacksonville St.,130,29,2098,72.3,2251,77.6,-5.3,24.1,333,555,19.1,60,1710,59.0,44,682,23.5,38.3,0,492,16.966,422,14.552,965,33.3,1147,39.6,-6.3,0,217,7.5,585,20.2
James Madison,131,30,2188,72.9,2219,74,-1,43.3,489,678,22.6,72.1,1665,55.5,45.9,471,15.7,35.9,0,392,13.067,501,16.7,998,33.3,983,32.8,0.5,0,236,7.9,627,20.9
Kansas,132,34,2771,81.5,2095,61.6,19.9,91.2,530,755,22.2,70.2,1987,58.4,50.5,585,17.2,39.8,0,632,18.588,440,12.941,1321,38.9,1055,31,7.8,0,305,9,592,17.4
Kansas St.,133,31,2439,78.7,2135,68.9,9.8,64.5,504,732,23.6,68.9,1954,63.0,44.3,633,20.4,32.1,0,492,15.871,475,15.323,1282,41.4,1033,33.3,8,0,238,7.7,622,20.1
Kennesaw St.,134,30,2054,68.5,2235,74.5,-6,33.3,419,639,21.3,65.6,1762,58.7,40.4,691,23.0,30.8,0,364,12.133,533,17.767,1028,34.3,1183,39.4,-5.2,0,284,9.5,598,19.9
Kent St.,135,34,2354,69.2,2094,61.6,7.6,82.4,521,730,21.5,71.4,1750,51.5,46.7,534,15.7,36.9,0,476,14,496,14.588,1132,33.3,1084,31.9,1.4,0,290,8.5,639,18.8
Kentucky,136,30,2058,68.6,1960,65.3,3.3,60,460,627,20.9,73.4,1518,50.6,46.9,473,15.8,36.8,0,382,12.733,478,15.933,1012,33.7,956,31.9,1.9,0,202,6.7,564,18.8
La Salle,137,32,2424,75.8,2439,76.2,-0.5,46.9,489,702,21.9,69.7,1886,58.9,44.5,648,20.3,39.4,0,466,14.562,520,16.25,1186,37.1,1067,33.3,3.7,0,219,6.8,610,19.1
La.-Monroe,138,31,2108,68,2243,72.4,-4.4,32.3,463,645,20.8,71.8,1647,53.1,42.3,721,23.3,34.8,0,346,11.161,482,15.548,997,32.2,1094,35.3,-3.1,0,205,6.6,568,18.3
Lafayette,139,30,2247,74.9,2219,74,0.9,50,482,695,23.2,69.4,1660,55.3,44.2,754,25.1,39.7,0,444,14.8,506,16.867,998,33.3,1080,36,-2.7,0,237,7.9,633,21.1
Lamar University,140,30,2445,81.5,2206,73.5,8,63.3,450,673,22.4,66.9,1857,61.9,46.9,663,22.1,38.2,0,512,17.067,458,15.267,1052,35.1,1044,34.8,0.3,0,266,8.9,578,19.3
Lehigh,141,29,1850,63.8,1895,65.3,-1.6,48.3,423,577,19.9,73.3,1548,53.4,41.5,0,0.0,0,0,367,12.655,388,13.379,972,33.5,1010,34.8,-1.3,0,164,5.7,546,18.8
Liberty,142,32,2222,69.4,2133,66.7,2.8,50,380,518,16.2,73.4,1667,52.1,46.6,772,24.1,37.3,0,513,16.031,437,13.656,1024,32,1028,32.1,-0.1,0,174,5.4,568,17.8
Lipscomb,143,31,2216,71.5,2175,70.2,1.3,48.4,472,722,23.3,65.4,1750,56.5,43.7,620,20.0,34.5,0,423,13.645,471,15.194,1169,37.7,1094,35.3,2.4,0,204,6.6,611,19.7
Little Rock,144,31,2024,65.3,1920,61.9,3.4,64.5,499,757,24.4,65.9,1588,51.2,42.8,484,15.6,34.1,0,399,12.871,506,16.323,1129,36.4,966,31.2,5.3,0,211,6.8,640,20.6
LIU Brooklyn,145,30,2172,72.4,2151,71.7,0.7,50,488,717,23.9,68.1,1828,60.9,40.4,643,21.4,32.3,0,324,10.8,398,13.267,1184,39.5,1111,37,2.4,0,190,6.3,533,17.8
Long Beach St.,146,31,1944,62.7,2242,72.3,-9.6,19.4,408,549,17.7,74.3,1558,50.3,42.7,587,18.9,35.1,0,422,13.613,504,16.258,953,30.7,1034,33.4,-2.6,0,163,5.3,526,17
Longwood,147,31,2120,68.4,2394,77.2,-8.8,29,376,558,18.0,67.4,1855,59.8,40.1,702,22.6,36.8,0,470,15.161,509,16.419,1091,35.2,1144,36.9,-1.7,0,247,8,598,19.3
Louisiana,148,30,1951,65,1975,65.8,-0.8,50,403,627,20.9,64.3,1618,53.9,41.5,610,20.3,33.4,0,317,10.567,438,14.6,979,32.6,1049,35,-2.3,0,215,7.2,601,20
Louisiana Tech,149,30,1824,60.8,2155,71.8,-11,20,379,514,17.1,73.7,1616,53.9,39.4,518,17.3,33.4,0,255,8.5,387,12.9,840,28,1137,37.9,-9.9,0,191,6.4,540,18
Louisville,150,32,2302,71.9,1963,61.3,10.6,75,429,655,20.5,65.5,1800,56.3,45.3,704,22.0,34.2,0,474,14.812,424,13.25,1208,37.8,1114,34.8,2.9,0,259,8.1,582,18.2
Loyola Chicago,151,31,1900,61.3,1976,63.7,-2.5,38.7,402,562,18.1,71.5,1672,53.9,40.6,0,0.0,0,0,315,10.161,384,12.387,1008,32.5,1019,32.9,-0.4,0,183,5.9,560,18.1
Loyola Maryland,152,33,2365,71.7,2336,70.8,0.9,57.6,541,704,21.3,76.8,1808,54.8,43.1,720,21.8,36.9,0,466,14.121,490,14.848,1183,35.8,1117,33.8,2,0,194,5.9,701,21.2
Loyola Marymount,153,31,1918,61.9,2435,78.5,-16.7,16.1,400,624,20.1,64.1,1682,54.3,39.7,569,18.4,32,0,397,12.806,569,18.355,990,31.9,1156,37.3,-5.4,0,177,5.7,641,20.7
LSU,154,31,2131,68.7,2145,69.2,-0.5,41.9,386,521,16.8,74.1,1800,58.1,42.9,624,20.1,32.2,0,362,11.677,428,13.806,1108,35.7,1164,37.5,-1.8,0,186,6,520,16.8
Maine,155,30,1912,63.7,2157,71.9,-8.2,23.3,422,623,20.8,67.7,1608,53.6,41.4,483,16.1,33.1,0,357,11.9,563,18.767,1075,35.8,1040,34.7,1.2,0,206,6.9,566,18.9
Manhattan,156,31,2147,69.3,2206,71.2,-1.9,38.7,451,680,21.9,66.3,1751,56.5,42.7,572,18.5,35.3,0,346,11.161,437,14.097,1033,33.3,1094,35.3,-2,0,240,7.7,630,20.3
Marist,157,32,2237,69.9,2200,68.8,1.2,56.3,407,629,19.7,64.7,1757,54.9,44.8,673,21.0,38,0,380,11.875,448,14,1143,35.7,1106,34.6,1.2,0,164,5.1,579,18.1
Marquette,158,33,2503,75.8,2121,64.3,11.6,72.7,522,744,22.5,70.2,1957,59.3,44.7,654,19.8,35.3,0,490,14.848,435,13.182,1208,36.6,1128,34.2,2.4,0,317,9.6,691,20.9
Marshall,159,30,2018,67.3,1971,65.7,1.6,53.3,479,704,23.5,68,1609,53.6,42.5,541,18.0,31.6,0,373,12.433,399,13.3,1029,34.3,976,32.5,1.8,0,205,6.8,553,18.4
Maryland,160,32,2343,73.2,2227,69.6,3.6,56.3,478,677,21.2,70.6,1828,57.1,46.3,506,15.8,34.2,0,528,16.5,539,16.844,1214,37.9,1150,35.9,2,0,213,6.7,562,17.6
Massachusetts,161,31,2542,82,2366,76.3,5.7,67.7,529,793,25.6,66.7,1936,62.5,44.5,792,25.5,36.5,0,486,15.677,426,13.742,1181,38.1,1231,39.7,-1.6,0,228,7.4,644,20.8
McNeese,162,29,1875,64.7,1931,66.6,-1.9,44.8,370,539,18.6,68.6,1611,55.6,41.9,464,16.0,33.4,0,357,12.31,518,17.862,1139,39.3,975,33.6,5.7,0,191,6.6,536,18.5
Memphis,163,34,2709,79.7,2061,60.6,19.1,97.1,483,811,23.9,59.6,2100,61.8,46.6,771,22.7,35,0,545,16.029,415,12.206,1387,40.8,1167,34.3,6.5,0,296,8.7,597,17.6
Mercer,164,30,2285,76.2,2354,78.5,-2.3,36.7,452,676,22.5,66.9,1912,63.7,43.2,567,18.9,31.9,0,388,12.933,465,15.5,1231,41,1246,41.5,-0.5,0,195,6.5,531,17.7
Miami (FL),165,32,2392,74.8,2170,67.8,6.9,68.8,536,723,22.6,74.1,1867,58.3,43.8,578,18.1,38.4,0,427,13.344,429,13.406,1216,38,1148,35.9,2.1,0,194,6.1,599,18.7
Miami (OH),166,32,2017,63,1938,60.6,2.5,53.1,357,508,15.9,70.3,1599,50.0,46.2,509,15.9,36.1,0,405,12.656,393,12.281,984,30.8,992,31,-0.3,0,174,5.4,540,16.9
Michigan,167,32,2006,62.7,2164,67.6,-4.9,31.3,360,510,15.9,70.6,1796,56.1,39.5,731,22.8,31.2,0,390,12.188,412,12.875,1079,33.7,1135,35.5,-1.8,0,199,6.2,483,15.1
Michigan St.,168,33,2353,71.3,2046,62,9.3,75.8,451,617,18.7,73.1,1811,54.9,48,0,0.0,0,0,582,17.636,451,13.667,1228,37.2,993,30.1,7.1,0,201,6.1,602,18.2
Middle Tenn.,169,32,2180,68.1,2216,69.3,-1.1,53.1,475,668,20.9,71.1,1639,51.2,46.7,488,15.3,35.9,0,388,12.125,463,14.469,997,31.2,999,31.2,-0.1,0,190,5.9,648,20.3
Milwaukee,170,30,2007,66.9,2062,68.7,-1.8,46.7,426,627,20.9,67.9,1758,58.6,39.5,628,20.9,30.7,0,366,12.2,383,12.767,1081,36,1075,35.8,0.2,0,180,6,580,19.3
Minnesota,171,33,2264,68.6,2082,63.1,5.5,60.6,435,646,19.6,67.3,1805,54.7,44.1,637,19.3,37.2,0,503,15.242,468,14.182,1112,33.7,1078,32.7,1,0,288,8.7,613,18.6
Mississippi St.,172,32,2339,73.1,2082,65.1,8,68.8,446,693,21.7,64.4,1811,56.6,46.1,667,20.8,33.4,0,423,13.219,489,15.281,1308,40.9,1164,36.4,4.5,0,192,6,530,16.6
Mississippi Val.,173,32,2007,62.7,2104,65.8,-3,53.1,491,721,22.5,68.1,1689,52.8,40.6,0,0.0,0,0,372,11.625,462,14.438,1073,33.5,1127,35.2,-1.7,0,199,6.2,573,17.9
Missouri,174,32,2468,77.1,2312,72.3,4.9,50,428,620,19.4,69,2011,62.8,45.4,641,20.0,33.4,0,534,16.688,412,12.875,1113,34.8,1216,38,-3.2,0,259,8.1,655,20.5
Missouri St.,175,33,2236,67.8,2146,65,2.7,51.5,453,633,19.2,71.6,1748,53.0,44.9,585,17.7,36.8,0,466,14.121,484,14.667,1103,33.4,1034,31.3,2.1,0,230,7,592,17.9
Monmouth,176,31,1834,59.2,2079,67.1,-7.9,22.6,337,491,15.8,68.6,1594,51.4,40,695,22.4,32.1,0,372,12,446,14.387,883,28.5,1151,37.1,-8.6,0,205,6.6,629,20.3
Montana,177,30,2081,69.4,1998,66.6,2.8,46.7,358,531,17.7,67.4,1584,52.8,46.9,611,20.4,38.8,0,455,15.167,369,12.3,942,31.4,959,32,-0.6,0,144,4.8,512,17.1
Montana St.,178,30,2180,72.7,2167,72.2,0.4,50,476,639,21.3,74.5,1666,55.5,44.6,607,20.2,35.9,0,387,12.9,423,14.1,1021,34,974,32.5,1.6,0,160,5.3,614,20.5
Morehead St.,179,30,1945,64.8,2028,67.6,-2.8,50,433,610,20.3,71,1553,51.8,42.8,540,18.0,33.7,0,417,13.9,452,15.067,979,32.6,890,29.7,3,0,219,7.3,572,19.1
Morgan St.,180,32,2165,67.7,1965,61.4,6.3,68.8,455,685,21.4,66.4,1797,56.2,43.3,0,0.0,0,0,343,10.719,418,13.062,1196,37.4,1038,32.4,4.9,0,221,6.9,620,19.4
Mt. St. Mary's,181,32,2210,69.1,2128,66.5,2.6,56.3,468,672,21.0,69.6,1736,54.3,44.6,523,16.3,36.7,0,411,12.844,460,14.375,1089,34,1133,35.4,-1.4,0,232,7.3,637,19.9
Murray St.,182,31,2262,73,2140,69,3.9,58.1,454,626,20.2,72.5,1659,53.5,48.9,484,15.6,38,0,469,15.129,451,14.548,1054,34,973,31.4,2.6,0,225,7.3,623,20.1
N.C. A&T,183,31,2165,69.8,2230,71.9,-2.1,48.4,429,676,21.8,63.5,1686,54.4,45.5,613,19.8,33,0,381,12.29,548,17.677,1136,36.6,1095,35.3,1.3,0,217,7,552,17.8
N.C. Central,184,30,1686,56.2,2348,78.3,-22.1,13.3,316,499,16.6,63.3,1598,53.3,37.9,533,17.8,30,0,370,12.333,618,20.6,933,31.1,1184,39.5,-8.4,0,236,7.9,601,20
Navy,185,30,2289,76.3,2208,73.6,2.7,53.3,483,645,21.5,74.9,1870,62.3,40.6,820,27.3,35.1,0,421,14.033,493,16.433,1113,37.1,1195,39.8,-2.7,0,273,9.1,650,21.7
NC State,186,31,2086,67.3,2160,69.7,-2.4,48.4,514,715,23.1,71.9,1534,49.5,45.5,505,16.3,34.9,0,411,13.258,481,15.516,1039,33.5,1071,34.5,-1,0,157,5.1,496,16
Nebraska,187,31,2072,66.8,1869,60.3,6.5,61.3,412,618,19.9,66.7,1622,52.3,45.7,513,16.5,34.3,0,442,14.258,415,13.387,1058,34.1,994,32.1,2.1,0,260,8.4,509,16.4
Nevada,188,32,2409,75.3,2250,70.3,5,65.6,483,676,21.1,71.4,1809,56.5,48,520,16.3,36.2,0,456,14.25,450,14.062,1180,36.9,1085,33.9,3,0,153,4.8,564,17.6
New Hampshire,189,29,1961,67.6,2017,69.6,-1.9,31,396,564,19.4,70.2,1647,56.8,39.2,740,25.5,37.2,0,357,12.31,394,13.586,994,34.3,1042,35.9,-1.7,0,170,5.9,549,18.9
New Mexico,190,32,2380,74.4,2001,62.5,11.8,75,472,710,22.2,66.5,1762,55.1,46.7,621,19.4,42.5,0,522,16.312,391,12.219,1110,34.7,1026,32.1,2.6,0,197,6.2,621,19.4
New Mexico St.,191,35,2793,79.8,2528,72.2,7.6,60,533,843,24.1,63.2,2151,61.5,47.6,615,17.6,34.8,0,527,15.057,560,16,1461,41.7,1149,32.8,8.9,0,239,6.8,662,18.9
New Orleans,192,32,2352,73.5,2287,71.5,2,59.4,495,677,21.2,73.1,1847,57.7,45.4,511,16.0,35.4,0,385,12.031,387,12.094,1040,32.5,1115,34.8,-2.3,0,232,7.3,641,20
Niagara,193,29,2219,76.5,2119,73.1,3.4,65.5,569,781,26.9,72.9,1763,60.8,40.5,707,24.4,31.4,0,364,12.552,392,13.517,1112,38.3,1115,38.4,-0.1,0,227,7.8,578,19.9
Nicholls St.,194,31,2008,64.8,2164,69.8,-5,32.3,387,582,18.8,66.5,1670,53.9,41,746,24.1,33.9,0,413,13.323,545,17.581,985,31.8,1111,35.8,-4.1,0,251,8.1,634,20.5
NJIT,195,29,1622,55.9,2233,77,-21.1,51.6,380,620,21.4,61.3,1546,53.3,35.6,0,0.0,0,0,278,9.5862,577,19.897,998,34.4,1096,37.8,-3.4,0,186,6.4,650,22.4
Norfolk St.,196,31,2158,69.6,2189,70.6,-1,94.1,368,553,17.8,66.5,1855,59.8,44,519,16.7,30.1,0,341,11,480,15.484,1109,35.8,1113,35.9,-0.1,0,268,8.6,662,21.4
North Carolina,197,34,3016,88.7,2473,72.7,16,55.2,662,878,25.8,75.4,2245,66.0,48.2,498,14.6,37.8,0,569,16.735,499,14.676,1503,44.2,1116,32.8,11.4,0,283,8.3,577,17
North Dakota St.,199,29,2238,77.2,2066,71.2,5.9,10.3,496,668,23.0,74.3,1643,56.7,47.2,472,16.3,40.7,0,427,14.724,411,14.172,1036,35.7,907,31.3,4.4,0,173,6,573,19.8
North Florida,200,29,1723,59.4,2110,72.8,-13.3,64.5,357,585,20.2,61,1603,55.3,38.6,0,0.0,0,0,317,10.931,506,17.448,1010,34.8,1119,38.6,-3.8,0,189,6.5,632,21.8
North Texas,201,31,2385,76.9,2184,70.5,6.5,45.2,527,733,23.6,71.9,1796,57.9,46,513,16.5,39.8,0,336,10.839,466,15.032,1197,38.6,1003,32.4,6.3,0,170,5.5,599,19.3
Northeastern,202,31,1965,63.4,1973,63.6,-0.3,65.6,435,596,19.2,73,1638,52.8,41.8,517,16.7,31.3,0,363,11.71,409,13.194,1010,32.6,998,32.2,0.4,0,218,7,506,16.3
Northern Ariz.,203,32,2333,72.9,2194,68.6,4.3,44.8,538,752,23.5,71.5,1639,51.2,48.3,541,16.9,39,0,510,15.938,490,15.312,1095,34.2,958,29.9,4.3,0,200,6.3,658,20.6
Northern Colo.,204,29,2004,69.1,2037,70.2,-1.1,21.4,463,653,22.5,70.9,1574,54.3,43.3,529,18.2,33.8,0,368,12.69,516,17.793,1033,35.6,922,31.8,3.8,0,209,7.2,582,20.1
Northern Ill.,205,28,1840,65.7,2111,75.4,-9.7,26.7,388,571,20.4,68,1563,55.8,41.9,476,17.0,29.8,0,327,11.679,509,18.179,990,35.4,981,35,0.3,0,174,6.2,607,21.7
Northwestern,207,30,1854,61.8,2038,67.9,-6.1,45.5,246,372,12.4,66.1,1541,51.4,44.2,671,22.4,36.7,0,492,16.4,343,11.433,720,24,1044,34.8,-10.8,0,240,8,534,17.8
Northwestern St.,208,33,2437,73.8,2624,79.5,-5.7,77.4,504,711,21.5,70.9,1989,60.3,43,664,20.1,33.3,0,503,15.242,626,18.97,1218,36.9,1225,37.1,-0.2,0,279,8.5,723,21.9
Notre Dame,209,31,2499,80.6,2186,70.5,10.1,54.8,487,662,21.4,73.6,1905,61.5,45.9,639,20.6,41,0,587,18.935,403,13,1291,41.6,1111,35.8,5.8,0,198,6.4,466,15
Oakland,210,31,2369,76.4,2283,73.6,2.8,61.3,530,758,24.5,69.9,1865,60.2,44.2,523,16.9,36.1,0,410,13.226,417,13.452,1139,36.7,1014,32.7,4,0,234,7.5,566,18.3
Ohio,211,31,2081,67.1,1994,64.3,2.8,59.4,458,637,20.5,71.9,1593,51.4,44.5,593,19.1,34.6,0,438,14.129,447,14.419,1036,33.4,953,30.7,2.7,0,231,7.5,528,17
Ohio St.,212,32,2147,67.1,1961,61.3,5.8,66.7,341,491,15.3,69.5,1752,54.8,45.4,647,20.2,33.4,0,457,14.281,427,13.344,1124,35.1,1106,34.6,0.6,0,201,6.3,461,14.4
Oklahoma,213,33,2258,68.4,2092,63.4,5,53.1,465,683,20.7,68.1,1791,54.3,44.2,600,18.2,34.8,0,413,12.515,426,12.909,1187,36,1090,33,2.9,0,218,6.6,559,16.9
Oklahoma St.,214,32,2204,68.9,2124,66.4,2.5,53.1,478,667,20.8,71.7,1729,54.0,43.1,683,21.3,34.6,0,347,10.844,474,14.812,1036,32.4,1071,33.5,-1.1,0,262,8.2,655,20.5
Old Dominion,215,32,2119,66.2,2044,63.9,2.3,67.7,341,504,15.8,67.7,1855,58.0,42.5,599,18.7,33.4,0,473,14.781,419,13.094,1179,36.8,1094,34.2,2.7,0,245,7.7,531,16.6
Ole Miss,216,31,2463,79.5,2256,72.8,6.7,75,387,589,19.0,65.7,2016,65.0,45.6,669,21.6,35.6,0,486,15.677,404,13.032,1258,40.6,1091,35.2,5.4,0,223,7.2,577,18.6
Oral Roberts,218,32,2219,69.3,1965,61.4,7.9,58.1,479,715,22.3,67,1720,53.8,44.4,582,18.2,36.8,0,435,13.594,421,13.156,1149,35.9,1068,33.4,2.5,0,200,6.3,543,17
Oregon,219,31,2381,76.8,2245,72.4,4.4,19.4,439,637,20.5,68.9,1724,55.6,48.5,673,21.7,40.1,0,462,14.903,392,12.645,1057,34.1,999,32.2,1.9,0,142,4.6,560,18.1
Oregon St.,220,31,1858,59.9,2196,70.8,-10.9,67.7,322,496,16.0,64.9,1832,59.1,37.3,580,18.7,29,0,327,10.548,390,12.581,1071,34.5,1158,37.4,-2.8,0,168,5.4,570,18.4
Pacific,221,31,2237,72.2,2058,66.4,5.8,41.9,459,675,21.8,68,1569,50.6,49.2,580,18.7,40.3,0,433,13.968,462,14.903,1039,33.5,895,28.9,4.6,0,192,6.2,549,17.7
Penn,222,31,2096,67.6,2308,74.5,-6.8,48.4,466,686,22.1,67.9,1717,55.4,42.9,489,15.8,31.9,0,425,13.71,491,15.839,1057,34.1,1084,35,-0.9,0,192,6.2,638,20.6
Penn St.,223,31,2019,65.1,2067,66.7,-1.5,34.4,346,556,17.9,62.2,1731,55.8,41.8,668,21.5,34,0,412,13.29,391,12.613,1065,34.4,1025,33.1,1.3,0,179,5.8,509,16.4
Pepperdine,224,32,2365,73.9,2551,79.7,-5.8,74.3,474,685,21.4,69.2,1992,62.3,41.6,751,23.5,31,0,401,12.531,544,17,1117,34.9,1257,39.3,-4.4,0,316,9.9,607,19
Pittsburgh,225,35,2595,74.1,2282,65.2,8.9,29,484,736,21.0,65.8,2064,59.0,45.9,632,18.1,34,0,557,15.914,427,12.2,1323,37.8,1169,33.4,4.4,0,238,6.8,569,16.3
Portland,226,31,1957,63.1,2135,68.9,-5.7,71.9,345,488,15.7,70.7,1661,53.6,42.7,584,18.8,32.9,0,383,12.355,484,15.613,1069,34.5,968,31.2,3.3,0,160,5.2,594,19.2
Portland St.,227,32,2377,74.3,2160,67.5,6.8,26.7,442,654,20.4,67.6,1767,55.2,46.7,724,22.6,39.4,0,510,15.938,468,14.625,1098,34.3,1022,31.9,2.4,0,223,7,573,17.9
Prairie View,228,30,1977,65.9,2286,76.2,-10.3,16.7,388,644,21.5,60.2,1660,55.3,43.2,501,16.7,30.9,0,357,11.9,559,18.633,1064,35.5,1127,37.6,-2.1,0,232,7.7,685,22.8
Presbyterian,229,30,1787,59.6,1987,66.2,-6.7,20.7,267,408,13.6,65.4,1470,49.0,42.3,744,24.8,37.1,0,375,12.5,449,14.967,817,27.2,936,31.2,-4,0,199,6.6,479,16
Princeton,230,29,1673,57.7,1862,64.2,-6.5,48.4,266,381,13.1,69.8,1415,48.8,42.5,623,21.5,32.9,0,352,12.138,417,14.379,815,28.1,891,30.7,-2.6,0,152,5.2,557,19.2
Providence,231,31,2253,72.7,2237,72.2,0.5,75,396,582,18.8,68,1802,58.1,45,631,20.4,37.6,0,453,14.613,450,14.516,1076,34.7,1080,34.8,-0.1,0,244,7.9,551,17.8
Purdue,232,32,2199,68.7,1958,61.2,7.5,50,469,664,20.8,70.6,1766,55.2,42.3,638,19.9,37,0,428,13.375,413,12.906,1044,32.6,1046,32.7,-0.1,0,272,8.5,627,19.6
Quinnipiac,233,30,2226,74.2,2254,75.1,-0.9,33.3,416,590,19.7,70.5,1769,59.0,46.1,454,15.1,39.2,0,443,14.767,450,15,1148,38.3,998,33.3,5,0,176,5.9,612,20.4
Radford,234,30,2128,70.9,2378,79.3,-8.3,65.6,477,702,23.4,67.9,1687,56.2,44.1,506,16.9,32.2,0,392,13.067,527,17.567,1134,37.8,1082,36.1,1.7,0,182,6.1,606,20.2
Rhode Island,235,32,2585,80.8,2382,74.4,6.3,10,527,758,23.7,69.5,1931,60.3,47.1,626,19.6,38,0,477,14.906,450,14.062,1220,38.1,1140,35.6,2.5,0,225,7,589,18.4
Rice,236,30,1678,55.9,2070,69,-13.1,53.3,394,608,20.3,64.8,1558,51.9,37.9,0,0.0,0,0,298,9.9333,566,18.867,1046,34.9,1087,36.2,-1.4,0,197,6.6,622,20.7
Richmond,237,30,1910,63.7,1980,66,-2.3,69.7,330,472,15.7,69.9,1561,52.0,43.8,601,20.0,35.3,0,402,13.4,434,14.467,857,28.6,1025,34.2,-5.6,0,250,8.3,612,20.4
Rider,238,33,2545,77.1,2332,70.7,6.5,78.8,476,741,22.5,64.2,1883,57.1,48.8,588,17.8,39.6,0,510,15.455,479,14.515,1235,37.4,1106,33.5,3.9,0,244,7.4,585,17.7
Robert Morris,239,33,2469,74.8,2242,67.9,6.9,35.5,399,550,16.7,72.5,1957,59.3,46.1,706,21.4,37.4,0,572,17.333,549,16.636,1177,35.7,1095,33.2,2.5,0,327,9.9,658,19.9
Rutgers,240,31,1928,62.2,2123,68.5,-6.3,14.3,387,597,19.3,64.8,1721,55.5,39.8,538,17.4,31.8,0,293,9.4516,475,15.323,1135,36.6,1188,38.3,-1.7,0,175,5.6,510,16.5
Sacramento St.,241,28,1805,64.5,2156,77,-12.5,56.3,335,549,19.6,61,1642,58.6,39.8,505,18.0,32.5,0,332,11.857,413,14.75,877,31.3,1100,39.3,-8,0,252,9,556,19.9
Sacred Heart,242,32,2300,71.9,2287,71.5,0.4,20.7,390,531,16.6,73.4,1901,59.4,44.1,678,21.2,34.2,0,470,14.688,461,14.406,1056,33,1182,36.9,-3.9,0,277,8.7,638,19.9
Saint Francis (PA),243,29,1848,63.7,2066,71.2,-7.5,63.6,416,583,20.1,71.4,1525,52.6,40.7,562,19.4,33.8,0,335,11.552,437,15.069,939,32.4,962,33.2,-0.8,0,153,5.3,510,17.6
Saint Joseph's,244,33,2420,73.3,2220,67.3,6.1,51.6,509,701,21.2,72.6,1751,53.1,47.7,626,19.0,38.5,0,491,14.879,420,12.727,1062,32.2,1062,32.2,0,0,238,7.2,576,17.5
Saint Louis,245,31,1862,60.1,1909,61.6,-1.5,80.6,392,542,17.5,72.3,1484,47.9,43.5,497,16.0,36.2,0,391,12.613,384,12.387,955,30.8,986,31.8,-1,0,127,4.1,510,16.5
Saint Mary's (CA),246,31,2357,76,1959,63.2,12.8,20,465,699,22.5,66.5,1784,57.5,46.1,683,22.0,36,0,453,14.613,425,13.71,1182,38.1,1065,34.4,3.8,0,227,7.3,537,17.3
Saint Peter's,247,30,2002,66.7,2179,72.6,-5.9,74.2,354,532,17.7,66.5,1760,58.7,40.9,600,20.0,34.7,0,312,10.4,483,16.1,1109,37,1129,37.6,-0.7,0,219,7.3,593,19.8
Sam Houston St.,248,31,2192,70.7,1909,61.6,9.1,46.7,454,690,22.3,65.8,1787,57.6,43.4,596,19.2,31.5,0,564,18.194,502,16.194,1278,41.2,1069,34.5,6.7,0,255,8.2,606,19.5
Samford,249,30,1792,59.7,1854,61.8,-2.1,61.8,294,433,14.4,67.9,1344,44.8,46.4,721,24.0,35,0,445,14.833,397,13.233,811,27,904,30.1,-3.1,0,153,5.1,430,14.3
San Diego,250,34,2232,65.6,2155,63.4,2.3,62.5,431,638,18.8,67.6,1813,53.3,45,0,0.0,0,0,452,13.294,510,15,1146,33.7,1086,31.9,1.8,0,231,6.8,588,17.3
San Diego St.,251,32,2155,67.3,2017,63,4.3,32.3,434,635,19.8,68.3,1740,54.4,44.4,537,16.8,33,0,409,12.781,434,13.562,1088,34,991,31,3,0,257,8,572,17.9
San Francisco,252,31,2069,66.7,2229,71.9,-5.2,40.6,390,552,17.8,70.7,1730,55.8,44,473,15.3,33.2,0,381,12.29,477,15.387,993,32,1036,33.4,-1.4,0,189,6.1,591,19.1
San Jose St.,253,32,2137,66.8,2308,72.1,-5.3,48.4,455,678,21.2,67.1,1807,56.5,42.9,0,0.0,0,0,375,11.719,489,15.281,1176,36.8,1035,32.3,4.4,0,186,5.8,569,17.8
Santa Clara,254,31,1953,63,1903,61.4,1.6,41.9,377,535,17.3,70.5,1450,46.8,48,477,15.4,38.6,0,439,14.161,506,16.323,986,31.8,876,28.3,3.5,0,166,5.4,531,17.1
Savannah St.,255,31,1846,59.5,2073,66.9,-7.3,53.1,402,602,19.4,66.8,1598,51.5,40.9,0,0.0,0,0,333,10.742,613,19.774,1047,33.8,1053,34,-0.2,0,266,8.6,729,23.5
Seton Hall,257,32,2452,76.6,2472,77.3,-0.6,83.9,527,736,23.0,71.6,2006,62.7,42.3,677,21.2,33.8,0,417,13.031,393,12.281,1154,36.1,1287,40.2,-4.2,0,305,9.5,631,19.7
SFA,258,31,2091,67.5,1725,55.6,11.8,68.8,433,644,20.8,67.2,1593,51.4,45.6,551,17.8,37.4,0,412,13.29,384,12.387,1063,34.3,956,30.8,3.5,0,193,6.2,528,17
Siena,259,32,2458,76.8,2274,71.1,5.8,33.3,470,688,21.5,68.3,1956,61.1,45.1,585,18.3,38.3,0,464,14.5,355,11.094,1085,33.9,1229,38.4,-4.5,0,302,9.4,496,15.5
